年月日時,気温(℃),現地気圧(hPa),相対湿度(％),風速(m/s),雲量(10分比),降水量(mm)
2025/3/25 9:00,18.6,1002.2,53,2.8,0,0
2025/3/25 10:00,20.5,1001.9,46,2.9,,0
2025/3/25 11:00,22.2,1001.4,39,3.8,,0
2025/3/25 12:00,24.1,1000.4,36,3.9,0,0
2025/3/25 13:00,23.6,999.6,36,5.2,,0
2025/3/25 14:00,22.7,998.9,44,4.4,,0
2025/3/25 15:00,22,999.1,48,4,5,0
2025/3/25 16:00,23.3,998.9,38,3.4,,0
2025/3/25 17:00,21.5,998.8,47,3.1,,0
2025/3/25 18:00,20.5,999,49,3.8,0,0
2025/3/25 19:00,18.5,999,62,3.9,,0
2025/3/25 20:00,18.8,999.1,56,3.6,,0
2025/3/25 21:00,19.2,999.2,49,3.9,0,0
2025/3/25 22:00,18.5,999.5,56,4.6,,0
2025/3/25 23:00,18.1,999.3,62,5.1,,0
2025/3/26 0:00,18.2,998.8,60,4.6,,0
2025/3/26 1:00,18.2,998.7,65,5.1,,0
2025/3/26 2:00,18,998.3,69,5.8,,0
2025/3/26 3:00,18,997.6,70,6,0,0
2025/3/26 4:00,17.6,997,72,5.4,,0
2025/3/26 5:00,17.6,996.9,71,4.2,,0
2025/3/26 6:00,17.7,996.9,69,3.6,2,0
2025/3/26 7:00,18.7,996.6,60,4.5,,0
2025/3/26 8:00,20.9,996.8,52,4.6,,0
2025/3/26 9:00,23.4,997,43,3.9,0,0
2025/3/26 10:00,25.6,997.9,37,0.9,,0
2025/3/26 11:00,24,998.7,35,3.6,,0
2025/3/26 12:00,24.1,998.9,27,3.2,0,0
2025/3/26 13:00,24.7,998.8,24,4,,0
2025/3/26 14:00,25.1,999.5,24,4.9,,0
2025/3/26 15:00,24,1000.1,25,2,7,0
2025/3/26 16:00,23.6,1001.3,23,3.4,,0
2025/3/26 17:00,22.5,1002.4,22,2.7,,0
2025/3/26 18:00,21.9,1002.9,20,2,2,0
2025/3/26 19:00,20.3,1004.2,20,3.6,,0
2025/3/26 20:00,18.6,1005.8,25,1,,0
2025/3/26 21:00,17.3,1007.1,55,3.6,0,0
2025/3/26 22:00,16.6,1007.7,53,3.1,,0
2025/3/26 23:00,15.7,1008.4,56,3.9,,0
2025/3/27 0:00,15.3,1009.2,56,3.9,,0
2025/3/27 1:00,14.5,1009.4,62,2.3,,0
2025/3/27 2:00,14.3,1009.4,63,2.3,,0
2025/3/27 3:00,12.8,1009.6,70,0.6,10-,0
2025/3/27 4:00,12.6,1009.5,73,0.9,,0
2025/3/27 5:00,13.2,1009.7,70,2.4,,0
2025/3/27 6:00,14,1010,67,2.1,10,0
2025/3/27 7:00,14.1,1010.3,71,1.6,,0
2025/3/27 8:00,15,1009.9,69,2,,0
2025/3/27 9:00,16.4,1009.2,66,1.9,10-,0
2025/3/27 10:00,19.2,1008.4,64,1.7,,0
2025/3/27 11:00,18.7,1007.6,59,1.5,,0
2025/3/27 12:00,20.9,1006.1,60,3.6,4,0
2025/3/27 13:00,21,1004.7,57,4,,0
2025/3/27 14:00,21.4,1003.4,60,5.1,,0
2025/3/27 15:00,21.5,1002.3,63,3.4,10-,0
2025/3/27 16:00,21.5,1001.3,66,4.3,,0
2025/3/27 17:00,21.3,1001.1,72,5.2,,0
2025/3/27 18:00,20.5,1001.1,77,6.5,10-,0
2025/3/27 19:00,20.2,1001.2,78,7.3,,0
2025/3/27 20:00,19.4,1002.3,82,6.6,,0
2025/3/27 21:00,19.2,1001.8,82,8,10-,0
2025/3/27 22:00,19.4,1001,79,7.9,,0
2025/3/27 23:00,19.4,1000.6,77,6.2,,0
2025/3/28 0:00,19.6,999.9,80,5.9,,0
2025/3/28 1:00,19.6,999.1,83,5.4,,0
2025/3/28 2:00,19.3,998.5,86,5.8,,0
2025/3/28 3:00,19.3,998,86,6.7,10,0
2025/3/28 4:00,19.3,997.3,85,7.6,,0
2025/3/28 5:00,19.1,997.1,86,5.9,,0
2025/3/28 6:00,19,997.4,86,5.8,10,0
2025/3/28 7:00,18.4,997.5,94,5,,0
2025/3/28 8:00,18.1,996,97,3.7,,2
2025/3/28 9:00,18.8,996,97,1.7,10-,0.5
2025/3/28 10:00,20.2,994.4,91,1.4,,0
2025/3/28 11:00,22.3,993.7,76,2,,0
2025/3/28 12:00,24.5,992.9,66,1.2,6,0
2025/3/28 13:00,24.9,992.3,64,2.1,,0
2025/3/28 14:00,23.3,993.1,70,4.5,,0
2025/3/28 15:00,23.5,993.2,70,5.1,10-,0
2025/3/28 16:00,22.9,993.4,71,2.4,,0
2025/3/28 17:00,21.5,993.6,76,3.6,,0
2025/3/28 18:00,20.8,995.3,79,0.8,9,0
2025/3/28 19:00,21.4,997,50,6.2,,0
2025/3/28 20:00,19.6,998.4,65,3.5,,0
2025/3/28 21:00,17.4,1000.8,71,6.3,10-,0
2025/3/28 22:00,16.4,1002.2,73,5.8,,0
2025/3/28 23:00,15,1003.1,77,3.3,,0
2025/3/29 0:00,14.1,1004.6,86,1.9,,0
2025/3/29 1:00,13.4,1005.4,85,4.2,,0
2025/3/29 2:00,13.1,1005.9,85,2.8,,0
2025/3/29 3:00,12.5,1006.5,86,3.2,10-,0
2025/3/29 4:00,11.4,1007.7,93,2.7,,0
2025/3/29 5:00,10.6,1008.3,96,3,,1
2025/3/29 6:00,9.5,1009.4,95,3.9,10,0.5
2025/3/29 7:00,9.5,1010.9,97,2.9,,1
2025/3/29 8:00,8.7,1011.2,96,4.4,,1.5
2025/3/29 9:00,8.8,1011.6,95,2.3,10,1.5
2025/3/29 10:00,8.2,1012.4,92,4.3,,0.5
2025/3/29 11:00,7.1,1013.9,94,3.8,,3.5
2025/3/29 12:00,6.1,1013.8,91,3.9,10,1
2025/3/29 13:00,5,1014.2,92,3.3,,0.5
2025/3/29 14:00,4.9,1014.5,95,3.5,,1
2025/3/29 15:00,5.2,1014.6,93,3.7,10,0
2025/3/29 16:00,5,1015.2,92,3.1,,0
2025/3/29 17:00,5.2,1015.8,92,3.4,,0.5
2025/3/29 18:00,5,1016.2,92,3.7,10,0
2025/3/29 19:00,4.6,1017,90,2.8,,0
2025/3/29 20:00,4.6,1017.9,92,1,,0
2025/3/29 21:00,5.1,1017.8,83,1.7,10,0
2025/3/29 22:00,5.8,1017.3,84,1.8,,0
2025/3/29 23:00,6.1,1017.3,79,1.6,,0
2025/3/30 0:00,5.8,1017.7,81,1.9,,0
2025/3/30 1:00,5.4,1017.5,86,1.4,,0
2025/3/30 2:00,5.3,1017.1,87,3,,0
2025/3/30 3:00,5.3,1017.3,88,1.6,10,0.5
2025/3/30 4:00,5.6,1016.8,79,1.4,,0
2025/3/30 5:00,5.5,1017.1,82,2.2,,0
2025/3/30 6:00,5.9,1017.4,80,2.3,10-,0
2025/3/30 7:00,6.4,1017.5,76,1.5,,0
2025/3/30 8:00,7.8,1017.1,72,1.5,,0
2025/3/30 9:00,8.5,1017.4,62,1.8,10-,0
2025/3/30 10:00,9.2,1016.9,66,1.7,,0
2025/3/30 11:00,9.1,1016.8,57,1.8,,0
2025/3/30 12:00,13.5,1015.7,57,2.6,8,0
2025/3/30 13:00,13.1,1014.8,49,1.5,,0
2025/3/30 14:00,14.2,1014.1,43,1.5,,0
2025/3/30 15:00,14.5,1013.6,41,1.9,3,0
2025/3/30 16:00,13.7,1013.8,37,1.5,,0
2025/3/30 17:00,12.7,1014.1,55,2.6,,0
2025/3/30 18:00,11.7,1014.7,59,1.1,10-,0
2025/3/30 19:00,10.6,1016.5,45,5.8,,0
2025/3/30 20:00,10.8,1017.3,42,2.4,,0
2025/3/30 21:00,10,1017.9,59,4.1,10,0
2025/3/30 22:00,9.5,1018.9,54,2.9,,0
2025/3/30 23:00,8.5,1019.6,66,2.6,,0
2025/3/31 0:00,8,1020,63,3,,0
2025/3/31 1:00,7.5,1020.6,61,3.4,,0
2025/3/31 2:00,6.9,1020.8,61,3.2,,0
2025/3/31 3:00,6.6,1021.4,56,2,10,0
2025/3/31 4:00,6.4,1022.1,63,2,,0
2025/3/31 5:00,6.3,1022.6,55,3.1,,0
2025/3/31 6:00,6.4,1023.5,53,3.6,10-,0
2025/3/31 7:00,6.3,1024.3,53,3.4,,0
2025/3/31 8:00,7.2,1024.9,53,2.9,,0
2025/3/31 9:00,7.7,1024.7,46,3.3,10-,0
2025/3/31 10:00,7.6,1024.7,47,2.5,,0
2025/3/31 11:00,7.7,1024.8,48,3.5,,0
2025/3/31 12:00,8.2,1024.6,55,2.5,10,0
2025/3/31 13:00,7.7,1024.1,56,3.5,,0
2025/3/31 14:00,8,1024,56,2.1,,0
2025/3/31 15:00,7.7,1023.8,62,3.2,10,0
2025/3/31 16:00,7.4,1023.8,65,3.4,,0
2025/3/31 17:00,7.6,1024.1,66,3.1,,0
2025/3/31 18:00,7.2,1024.7,68,3.1,10,0
2025/3/31 19:00,7,1025.2,72,2.9,,0
2025/3/31 20:00,7,1025.7,68,2.3,,0
2025/3/31 21:00,7,1026.1,71,2.1,10,0
2025/3/31 22:00,6.2,1026.3,82,1.5,,0
2025/3/31 23:00,5.8,1026.2,87,2,,0
2025/4/1 0:00,5.6,1025.7,88,2.2,,0
2025/4/1 1:00,5,1025.3,93,2.9,,0.5
2025/4/1 2:00,4.8,1025.5,94,4.3,,0
2025/4/1 3:00,4.7,1024.7,91,2.8,10,0
2025/4/1 4:00,4.8,1024.3,93,2.6,,0
2025/4/1 5:00,4.4,1024.8,93,3.4,,1.5
2025/4/1 6:00,4.5,1025.3,94,2.9,10,0
2025/4/1 7:00,4.3,1025,93,3.9,,0
2025/4/1 8:00,4.3,1025.2,95,3.4,,0.5
2025/4/1 9:00,4.2,1025.4,96,3.3,10,1.5
2025/4/1 10:00,4.5,1025.5,96,2.3,,1
2025/4/1 11:00,4.8,1024.7,96,2.4,,2.5
2025/4/1 12:00,5.1,1024.3,96,3.8,10,2
2025/4/1 13:00,5.2,1023.7,97,3.2,,2
2025/4/1 14:00,5.5,1022.6,96,2.8,,2
2025/4/1 15:00,5.6,1021.7,96,3.8,10,1.5
2025/4/1 16:00,5.6,1021.7,97,3.1,,2
2025/4/1 17:00,5.5,1021.7,97,3.1,,2
2025/4/1 18:00,5.7,1021.5,98,3.2,10,3
2025/4/1 19:00,5.7,1021.5,98,2.9,,1.5
2025/4/1 20:00,5.7,1021.5,98,2.6,,2.5
2025/4/1 21:00,5.7,1020.7,98,3.2,10,2
2025/4/1 22:00,5.5,1020.1,98,3.8,,3
2025/4/1 23:00,5.7,1019.2,98,2.5,,4
2025/4/2 0:00,5.7,1018.4,98,2.3,,6
2025/4/2 1:00,5.9,1017.4,99,2.6,,5.5
2025/4/2 2:00,6.3,1016,99,2.9,,4
2025/4/2 3:00,6.5,1015.1,99,4,10,4
2025/4/2 4:00,6.7,1014.6,99,4.5,,4
2025/4/2 5:00,7.1,1014.1,99,2.9,,3.5
2025/4/2 6:00,7.3,1013.7,99,4,10,2.5
2025/4/2 7:00,7.6,1013.4,99,4,,2
2025/4/2 8:00,7.8,1012.5,98,2.9,,1
2025/4/2 9:00,8.3,1012.7,98,4.1,10,0.5
2025/4/2 10:00,8.9,1012.3,97,3.5,,1
2025/4/2 11:00,9.8,1012.1,96,3.9,,0.5
2025/4/2 12:00,11.2,1011.7,91,3.7,10-,0
2025/4/2 13:00,13.3,1011.2,82,3.1,,0
2025/4/2 14:00,12.5,1010.7,87,2.2,,0
2025/4/2 15:00,12.4,1010.9,89,2.7,10,0
2025/4/2 16:00,11.9,1011.3,96,3.7,,0
2025/4/2 17:00,11.7,1011.7,86,3.5,,0
2025/4/2 18:00,11.2,1012.3,85,3.2,10,0
2025/4/2 19:00,10.8,1012.8,84,2.6,,0
2025/4/2 20:00,10.7,1013.1,82,3.4,,0
2025/4/2 21:00,10.3,1013.1,79,3.5,10,0
2025/4/2 22:00,10.1,1013,76,4.1,,0
2025/4/2 23:00,9.5,1012.6,81,2.5,,0
2025/4/3 0:00,9.6,1012.5,78,2.9,,0
2025/4/3 1:00,9.3,1012.2,80,2.5,,0
2025/4/3 2:00,9.4,1011.6,78,2.2,,0
2025/4/3 3:00,9.1,1011.1,81,1.7,10,0
2025/4/3 4:00,8.9,1011.1,82,2.5,,0
2025/4/3 5:00,8.7,1011.1,84,2.7,,0
2025/4/3 6:00,8.3,1011.3,91,2.1,10,0
2025/4/3 7:00,8.9,1011.8,87,1.7,,0
2025/4/3 8:00,8.5,1012.1,94,2.4,,1
2025/4/3 9:00,8.6,1012.2,94,3.2,10,0.5
2025/4/3 10:00,8.7,1011.8,94,3,,1
2025/4/3 11:00,8.8,1011.1,91,2.6,,0
2025/4/3 12:00,9.1,1010.6,93,3.8,10,0.5
2025/4/3 13:00,8.4,1010.4,94,1.6,,1
2025/4/3 14:00,9,1010,94,2,,0.5
2025/4/3 15:00,9.1,1009.4,93,2.3,10,0.5
2025/4/3 16:00,8.8,1009.4,93,3.1,,0.5
2025/4/3 17:00,8.6,1009.7,93,3.2,,0
2025/4/3 18:00,8.3,1010,93,2.7,10-,0
2025/4/3 19:00,8.2,1010.3,91,1.7,,0
2025/4/3 20:00,8.2,1010.7,92,2.4,,0
2025/4/3 21:00,7.6,1010.3,91,2.1,10-,0
2025/4/3 22:00,7.1,1010.4,95,1.5,,0
2025/4/3 23:00,6.3,1010.6,98,0.9,,0
2025/4/4 0:00,6.2,1010.7,99,1.6,,0
2025/4/4 1:00,6.1,1010.8,99,1.4,,0
2025/4/4 2:00,5.9,1010.6,99,1,,0
2025/4/4 3:00,6.1,1010.4,98,1.6,10-,0
2025/4/4 4:00,5.7,1010.5,99,0.6,,0
2025/4/4 5:00,5.6,1010.8,99,1,,0
2025/4/4 6:00,5.8,1011.5,100,1.2,3,0
2025/4/4 7:00,7.8,1011.7,93,1.3,,0
2025/4/4 8:00,10.8,1012,78,2.4,,0
2025/4/4 9:00,11.9,1012,63,2.5,0+,0
2025/4/4 10:00,14.3,1011.8,50,2.5,,0
2025/4/4 11:00,14.9,1011.2,43,2.2,,0
2025/4/4 12:00,17.1,1010.6,37,4.2,0+,0
2025/4/4 13:00,17.8,1010.2,35,3.7,,0
2025/4/4 14:00,17.5,1009.8,31,5.3,,0
2025/4/4 15:00,17.6,1009.8,30,2.3,6,0
2025/4/4 16:00,16.5,1010.5,33,2.8,,0
2025/4/4 17:00,14.9,1011.3,33,6.3,,0
2025/4/4 18:00,13.7,1012,32,4.5,3,0
2025/4/4 19:00,12.5,1013.4,43,2.3,,0
2025/4/4 20:00,11.2,1014.4,55,2.4,,0
2025/4/4 21:00,10.8,1015.3,43,2.9,0+,0
2025/4/4 22:00,10.4,1015.6,44,2.9,,0
2025/4/4 23:00,9.7,1015.8,49,1.3,,0
2025/4/5 0:00,9.4,1016.1,49,3.3,,0
2025/4/5 1:00,8.7,1015.9,53,2,,0
2025/4/5 2:00,8.6,1016.3,52,2.5,,0
2025/4/5 3:00,7.9,1016.2,56,2.4,1,0
2025/4/5 4:00,7.8,1016.5,56,3.7,,0
2025/4/5 5:00,7.3,1017.1,59,1.9,,0
2025/4/5 6:00,6.4,1017.6,66,2.4,0+,0
2025/4/5 7:00,8,1018.5,64,1.4,,0
2025/4/5 8:00,10.1,1018.8,52,1,,0
2025/4/5 9:00,11.6,1018.8,47,1.7,0+,0
2025/4/5 10:00,12.9,1018.3,43,2.6,,0
2025/4/5 11:00,14.5,1018,43,2.5,,0
2025/4/5 12:00,15.9,1017.5,41,4.1,3,0
2025/4/5 13:00,15.7,1017,47,5.4,,0
2025/4/5 14:00,16.3,1016.2,50,5.2,,0
2025/4/5 15:00,15.4,1015.7,50,4.6,10-,0
2025/4/5 16:00,15.3,1015.2,55,6.3,,0
2025/4/5 17:00,14.3,1015.4,61,4.4,,0
2025/4/5 18:00,14.2,1015.8,60,5.4,10-,0
2025/4/5 19:00,13.4,1016.1,70,5.4,,0
2025/4/5 20:00,12.8,1016.7,77,3.7,,0
2025/4/5 21:00,12.2,1016.6,83,2.9,10-,0
2025/4/5 22:00,12.6,1016.3,83,2.2,,0
2025/4/5 23:00,12.7,1016.1,85,2,,0
2025/4/6 0:00,12.5,1015.7,86,1.2,,0
2025/4/6 1:00,11.5,1015.1,96,1.8,,0
2025/4/6 2:00,12.1,1014.4,91,2.9,,0
2025/4/6 3:00,13.4,1014.3,81,3.5,10,0
2025/4/6 4:00,12.8,1014.1,75,3,,0
2025/4/6 5:00,12.3,1014.3,81,1.9,,0
2025/4/6 6:00,10.9,1014.8,86,2.3,4,0
2025/4/6 7:00,14.4,1014.9,61,2.2,,0
2025/4/6 8:00,16.5,1014.8,50,3.2,,0
2025/4/6 9:00,18.1,1014.5,48,2.7,9,0
2025/4/6 10:00,18.5,1014.4,48,5.2,,0
2025/4/6 11:00,17.8,1013.5,51,6.1,,0
2025/4/6 12:00,17.5,1013,58,5.5,10-,0
2025/4/6 13:00,16.2,1012.6,62,5.4,,0
2025/4/6 14:00,15.1,1011.8,75,5.7,,0
2025/4/6 15:00,17.7,1010.6,60,5.1,8,0
2025/4/6 16:00,17,1010.1,68,6.2,,0
2025/4/6 17:00,16.1,1009.8,76,5.4,,0
2025/4/6 18:00,15.2,1009.9,80,4.1,6,0
2025/4/6 19:00,15,1010.1,82,5,,0
2025/4/6 20:00,15.2,1010.3,83,3.9,,0
2025/4/6 21:00,15.2,1010,85,4.5,10-,0
2025/4/6 22:00,15.2,1009.9,85,3.5,,0
2025/4/6 23:00,14.7,1009.6,87,4.1,,0
2025/4/7 0:00,13.5,1009.5,94,1.5,,0
2025/4/7 1:00,12.6,1008.8,97,2.7,,0
2025/4/7 2:00,11.9,1008.7,92,2.1,,0
2025/4/7 3:00,12.5,1008.7,93,3.5,10-,0
2025/4/7 4:00,12.5,1008.1,88,1.9,,0
2025/4/7 5:00,12.7,1008.5,80,2.5,,0
2025/4/7 6:00,12.7,1009.3,78,1.7,10-,0
2025/4/7 7:00,12.8,1010.2,74,2.1,,0
2025/4/7 8:00,13,1010.6,72,1.6,,0
2025/4/7 9:00,12.7,1010.8,84,1.6,10-,0
2025/4/7 10:00,15.3,1010.9,65,2.2,,0
2025/4/7 11:00,17,1010.3,52,2.6,,0
2025/4/7 12:00,17.9,1009.5,48,2.5,10-,0
2025/4/7 13:00,17.2,1009,48,1.8,,0
2025/4/7 14:00,19,1008.6,40,3.1,,0
2025/4/7 15:00,17.3,1008.9,42,2.3,10-,0
2025/4/7 16:00,16.9,1009.4,53,2.3,,0
2025/4/7 17:00,17.1,1009.8,32,4.5,,0
2025/4/7 18:00,15.9,1011.1,32,5.6,1,0
2025/4/7 19:00,14.2,1012.1,57,3.2,,0
2025/4/7 20:00,12.5,1013,55,2.4,,0
2025/4/7 21:00,12.7,1013.4,48,2.2,0,0
2025/4/7 22:00,13,1013.2,42,2.2,,0
2025/4/7 23:00,12,1013.6,47,3.4,,0
2025/4/8 0:00,10.6,1013.6,53,2.2,,0
2025/4/8 1:00,10.5,1013.2,52,2.3,,0
2025/4/8 2:00,9.7,1012.6,59,2.9,,0
2025/4/8 3:00,9.6,1012.5,62,1.7,4,0
2025/4/8 4:00,8.8,1012.7,70,1.3,,0
2025/4/8 5:00,8.2,1012.8,75,0.7,,0
2025/4/8 6:00,9.3,1012.8,71,0.5,10-,0
2025/4/8 7:00,12,1012.8,58,1.1,,0
2025/4/8 8:00,13.9,1012.5,47,2.6,,0
2025/4/8 9:00,15.5,1012.4,50,1.8,10-,0
2025/4/8 10:00,16.8,1011.9,54,3.2,,0
2025/4/8 11:00,17.9,1010.9,54,3,,0
2025/4/8 12:00,19,1009.4,50,5,9,0
2025/4/8 13:00,19.3,1007.8,49,5.5,,0
2025/4/8 14:00,19.2,1006.5,50,4.7,,0
2025/4/8 15:00,19.1,1005.3,48,5.1,10-,0
2025/4/8 16:00,19.2,1004.6,44,4.4,,0
2025/4/8 17:00,19.2,1004.4,36,4.3,,0
2025/4/8 18:00,18.1,1004,40,3.5,10-,0
2025/4/8 19:00,17.4,1004.3,45,3.7,,0
2025/4/8 20:00,16.7,1004.3,51,3.4,,0
2025/4/8 21:00,15.6,1004.4,58,2.6,0+,0
2025/4/8 22:00,15.7,1004.4,58,1.9,,0
2025/4/8 23:00,14.9,1004.6,65,2.5,,0
2025/4/9 0:00,14.3,1004.5,68,2.9,,0
2025/4/9 1:00,12.9,1003.9,72,1.1,,0
2025/4/9 2:00,12.2,1003.8,76,1.9,,0
2025/4/9 3:00,11.9,1004.1,75,0.9,0,0
2025/4/9 4:00,11.3,1004.4,73,1.3,,0
2025/4/9 5:00,11.2,1004.8,71,0.8,,0
2025/4/9 6:00,12.3,1005.6,58,1.5,0,0
2025/4/9 7:00,14.3,1006.1,53,1.9,,0
2025/4/9 8:00,16.5,1006.6,43,2.7,,0
2025/4/9 9:00,18.4,1006.9,35,4.2,0+,0
2025/4/9 10:00,19.3,1007.1,33,4.3,,0
2025/4/9 11:00,19.8,1006.8,30,3.4,,0
2025/4/9 12:00,21.8,1006.4,27,3.5,0+,0
2025/4/9 13:00,22.3,1006.3,29,3.7,,0
2025/4/9 14:00,22.4,1006.3,26,2.8,,0
2025/4/9 15:00,22.7,1007,26,3.6,2,0
2025/4/9 16:00,22.1,1007.5,24,1.7,,0
2025/4/9 17:00,17.2,1008.8,53,6.1,,0
2025/4/9 18:00,16.2,1009.6,50,5.1,4,0
2025/4/9 19:00,15.4,1010.5,58,4.4,,0
2025/4/9 20:00,14.7,1011.4,59,4.9,,0
2025/4/9 21:00,14.1,1012,64,3.6,10-,0
2025/4/9 22:00,14.1,1012.3,63,4.2,,0
2025/4/9 23:00,13.9,1012.1,65,4.2,,0
2025/4/10 0:00,14,1011.9,64,3.5,,0
2025/4/10 1:00,13.9,1011.5,66,3.6,,0
2025/4/10 2:00,13.3,1011.4,71,3.4,,0
2025/4/10 3:00,12.8,1010.9,74,1.9,5,0
2025/4/10 4:00,13.3,1010.6,73,1.8,,0
2025/4/10 5:00,13.2,1010.7,74,2.2,,0
2025/4/10 6:00,13.6,1011,74,1.1,10-,0
2025/4/10 7:00,14.9,1011,66,1.4,,0
2025/4/10 8:00,15.2,1010.7,61,2.1,,0
2025/4/10 9:00,16.1,1010.7,61,2,10-,0
2025/4/10 10:00,17.7,1010,56,1.3,,0
2025/4/10 11:00,18.7,1008.9,59,3.8,,0
2025/4/10 12:00,21.9,1007.6,53,6.4,10-,0
2025/4/10 13:00,21.7,1006.8,54,5,,0
2025/4/10 14:00,20.1,1006.3,54,6.5,,0
2025/4/10 15:00,19.6,1005.9,62,5.4,10-,0
2025/4/10 16:00,18.8,1005.6,67,4.8,,0
2025/4/10 17:00,19.1,1005.2,68,7,,0
2025/4/10 18:00,18.4,1005,71,5.9,10-,0
2025/4/10 19:00,18.1,1005.3,76,4.2,,0
2025/4/10 20:00,15.9,1006,98,2.8,,4
2025/4/10 21:00,15.8,1005.6,99,2.3,10,3.5
2025/4/10 22:00,16,1005.6,99,2,,1.5
2025/4/10 23:00,13.1,1006,99,2.1,,4
2025/4/11 0:00,13.6,1005.9,100,2.5,,1
2025/4/11 1:00,13.5,1005.5,100,1.1,,0
2025/4/11 2:00,13.5,1004.7,100,0.4,,0
2025/4/11 3:00,13.5,1004.5,100,2.1,10,0
2025/4/11 4:00,13.4,1004.1,100,1.5,,0
2025/4/11 5:00,13.4,1004.2,99,2.2,,0
2025/4/11 6:00,13,1004.7,98,1.9,10-,0
2025/4/11 7:00,13.5,1005,95,1.7,,0
2025/4/11 8:00,14.8,1005.4,83,1.1,,0
2025/4/11 9:00,15.8,1005.8,81,0.8,10,0
2025/4/11 10:00,16.6,1005.7,73,1.1,,0
2025/4/11 11:00,17.5,1005,68,0.5,,0
2025/4/11 12:00,18.5,1004.6,69,0.6,10,0
2025/4/11 13:00,19.1,1003.9,63,1.2,,0
2025/4/11 14:00,19.1,1003.3,69,3.3,,0
2025/4/11 15:00,19.1,1003.1,68,2.4,10,0
2025/4/11 16:00,19.4,1003.2,68,1.5,,0
2025/4/11 17:00,18.8,1003.6,73,0.9,,0
2025/4/11 18:00,14.9,1004.8,83,5.7,10-,0.5
2025/4/11 19:00,14.9,1005.5,78,3.7,,0
2025/4/11 20:00,13.5,1006.9,91,3,,1.5
2025/4/11 21:00,13.7,1007.1,93,2.5,10,0
2025/4/11 22:00,13.4,1006.8,90,1.8,,0
2025/4/11 23:00,13.8,1006.8,88,1.9,,0
2025/4/12 0:00,14.3,1006.8,81,2.1,,0
2025/4/12 1:00,14,1006.7,84,2.3,,0
2025/4/12 2:00,14,1007.1,78,1.9,,0
2025/4/12 3:00,13.1,1007.5,75,2.6,1,0
2025/4/12 4:00,12.9,1008.6,81,1.6,,0
2025/4/12 5:00,12.3,1008.9,82,2.2,,0
2025/4/12 6:00,12.1,1009.8,80,2.3,1,0
2025/4/12 7:00,13,1010.6,75,2.5,,0
2025/4/12 8:00,15.7,1010.9,66,2.5,,0
2025/4/12 9:00,17.1,1011.1,51,3,0+,0
2025/4/12 10:00,18.3,1011.7,52,3.1,,0
2025/4/12 11:00,18.4,1011.5,49,2.7,,0
2025/4/12 12:00,18.3,1011,55,2.7,8,0
2025/4/12 13:00,18.6,1010.1,56,2.7,,0
2025/4/12 14:00,19.5,1009.8,55,4.1,,0
2025/4/12 15:00,19.5,1010.3,57,3.2,3,0
2025/4/12 16:00,17.6,1010.9,58,3.4,,0
2025/4/12 17:00,16.9,1011.5,63,2.9,,0
2025/4/12 18:00,15.3,1012.1,68,4,8,0
2025/4/12 19:00,14.5,1013.1,68,4.1,,0
2025/4/12 20:00,13.9,1013.5,69,2.9,,0
2025/4/12 21:00,13.4,1014.2,68,3.2,10,0
2025/4/12 22:00,13.3,1014,72,3.1,,0
2025/4/12 23:00,12.8,1013.7,76,3.2,,0
2025/4/13 0:00,12.6,1013.5,78,2.9,,0
2025/4/13 1:00,12.5,1012.8,79,2.6,,0
2025/4/13 2:00,12.4,1012.1,79,1.7,,0
2025/4/13 3:00,12.2,1011.1,81,1.1,10,0
2025/4/13 4:00,12.3,1010.9,83,1.6,,0
2025/4/13 5:00,12,1010.4,82,3,,0
2025/4/13 6:00,12,1010.8,81,3.7,10,0
2025/4/13 7:00,12.2,1011,82,2.5,,0
2025/4/13 8:00,12.6,1010.5,81,2.6,,0
2025/4/13 9:00,13,1010.2,79,2.8,10,0
2025/4/13 10:00,12.7,1010,86,2.8,,0
2025/4/13 11:00,12.8,1009.3,92,3.1,,1
2025/4/13 12:00,13.7,1008.3,94,1.9,10,0.5
2025/4/13 13:00,13.8,1007.7,89,3.2,,0
2025/4/13 14:00,13.8,1006.9,96,2.2,,0.5
2025/4/13 15:00,14,1006.2,97,2.2,10,1
2025/4/13 16:00,13.9,1005.9,97,2.9,,2.5
2025/4/13 17:00,13.8,1005.4,95,2.8,,0
2025/4/13 18:00,13.9,1005.4,93,3.1,10,0
2025/4/13 19:00,13.8,1005.1,93,4.2,,0.5
2025/4/13 20:00,13.5,1004.7,98,2.6,,1.5
2025/4/13 21:00,13.6,1004.7,98,2.2,10,1
2025/4/13 22:00,13.5,1004.1,99,2.6,,1
2025/4/13 23:00,13.3,1003.2,98,2.1,,1.5
2025/4/14 0:00,13.4,1001.9,99,2.8,,1
2025/4/14 1:00,13.6,1000.4,99,2.2,,2
2025/4/14 2:00,13.9,998.6,99,3.3,,2
2025/4/14 3:00,14.7,997.3,99,3.9,10,1.5
2025/4/14 4:00,15.1,996.8,100,2.8,,2.5
2025/4/14 5:00,14,996.8,100,2.6,,2
2025/4/14 6:00,13.6,997.1,100,1.9,10-,0
2025/4/14 7:00,15.2,997,99,1,,0
2025/4/14 8:00,16,997.3,95,1.9,,0
2025/4/14 9:00,16,997.2,86,2.3,8,0
2025/4/14 10:00,18.7,996.7,73,2.7,,0
